,year,selling_price,km_driven,fuel,transmission,owner
1065,2018,210800.00000000003,22000,Petrol,Automatic,First Owner
1066,2018,53040.00000000001,25000,Diesel,Manual,First Owner
1067,2010,23800.0,80000,Petrol,Automatic,Third Owner & Above
1068,2018,46920.0,39000,Petrol,Manual,First Owner
1070,2018,53720.00000000001,49000,Diesel,Manual,First Owner
1072,2017,36720.0,20000,Petrol,Manual,Second Owner
1075,2019,74800.0,30000,Diesel,Manual,First Owner
1076,2015,48620.0,35000,Diesel,Manual,First Owner
1080,2014,119000.00000000001,102354,Diesel,Automatic,First Owner
1081,2014,125800.00000000001,62237,Petrol,Automatic,First Owner
1083,2018,64600.00000000001,21394,Diesel,Manual,First Owner
1088,2016,238000.00000000003,53000,Diesel,Automatic,First Owner
1090,2017,56780.00000000001,14000,Diesel,Manual,First Owner
1091,2017,44200.0,44000,Petrol,Manual,First Owner
1092,2014,45560.0,39895,Diesel,Manual,First Owner
1094,2014,46920.0,17000,Petrol,Manual,First Owner
1095,2017,45560.0,18591,Petrol,Manual,First Owner
1096,2017,62900.00000000001,26766,Diesel,Manual,First Owner
1098,2016,34679.932,42000,Diesel,Manual,First Owner
1099,2014,35360.0,110000,Diesel,Manual,First Owner
1103,2018,64600.00000000001,27620,Diesel,Manual,First Owner
1104,2015,30600.000000000004,70000,Petrol,Manual,First Owner
1105,2012,21760.0,50000,Petrol,Manual,Second Owner
1106,2015,32640.000000000004,50000,Diesel,Manual,First Owner
1107,2014,169320.0,46000,Diesel,Automatic,First Owner
1110,2006,5100.0,80000,Petrol,Manual,Third Owner & Above
1112,2018,69020.0,20000,Diesel,Manual,First Owner
1117,2016,35700.0,60000,Diesel,Manual,First Owner
1118,2016,34000.0,40000,Petrol,Manual,First Owner
1119,2016,45900.0,161327,Diesel,Manual,First Owner
1120,2009,10200.0,60000,Petrol,Manual,Third Owner & Above
1121,2007,17000.0,50000,Diesel,Manual,First Owner
1135,2012,44200.0,85000,Diesel,Manual,Second Owner
1136,2012,27879.932000000004,120000,Diesel,Manual,Third Owner & Above
1137,2013,28900.000000000004,72000,Diesel,Manual,First Owner
1139,2009,13600.000000000002,110000,Petrol,Manual,Third Owner & Above
1143,2007,10540.0,65000,Petrol,Manual,First Owner
1144,2015,30600.000000000004,38000,Diesel,Manual,First Owner
1146,2018,44200.0,37000,Diesel,Manual,First Owner
1149,2016,42500.0,30000,Petrol,Manual,First Owner
1150,2016,37400.0,23000,Petrol,Manual,First Owner
1152,2014,40800.0,27000,Diesel,Manual,First Owner
1153,2012,23800.0,65000,Diesel,Manual,First Owner
1155,2016,40800.0,56000,Diesel,Manual,First Owner
1156,2017,163200.0,30000,Diesel,Automatic,First Owner
1157,2014,42160.0,80000,Diesel,Manual,First Owner
1158,2014,26860.000000000004,52000,Petrol,Manual,Second Owner
1159,2014,43180.0,13250,Petrol,Manual,First Owner
1161,2015,32979.932,73000,Diesel,Manual,Second Owner
1163,2006,10200.0,60000,Petrol,Manual,Second Owner
1164,2012,27200.000000000004,110000,Diesel,Manual,First Owner
1166,2013,20536.0,60000,Diesel,Manual,Second Owner
1171,2006,13600.000000000002,45000,Petrol,Manual,First Owner
1172,2017,51000.00000000001,120000,Diesel,Manual,First Owner
1185,2017,41480.0,32000,Diesel,Manual,Second Owner
1187,2008,10200.0,70950,Diesel,Manual,Second Owner
1190,2013,26520.000000000004,90000,Diesel,Manual,First Owner
1191,2017,40800.0,10000,Petrol,Manual,First Owner
1193,2009,18360.0,80000,Diesel,Manual,Second Owner
1195,2020,47600.0,1100,Petrol,Manual,First Owner
1203,2016,34000.0,60000,Diesel,Manual,First Owner
1204,2016,55759.932,85000,Diesel,Manual,First Owner
1205,2014,23868.0,40000,Petrol,Manual,Second Owner
1207,2008,17000.0,82000,Diesel,Manual,Second Owner
1209,2009,12240.0,70000,Petrol,Manual,Third Owner & Above
1212,2017,51000.00000000001,80000,Diesel,Manual,First Owner
1215,2011,26520.000000000004,150000,Diesel,Manual,Third Owner & Above
1216,2016,42840.0,50000,Diesel,Manual,First Owner
1217,2018,73780.0,15000,Diesel,Manual,First Owner
1224,2018,53040.00000000001,50000,Diesel,Manual,First Owner
1225,2012,11900.0,80000,Diesel,Manual,Third Owner & Above
1229,2016,36380.0,55838,Petrol,Manual,First Owner
1230,2007,13260.000000000002,112880,Diesel,Manual,First Owner
1232,2012,23800.0,40000,Petrol,Manual,First Owner
1233,2013,28900.000000000004,66000,Petrol,Manual,First Owner
1236,2009,17000.0,80659,Petrol,Manual,First Owner
1237,2008,11560.0,81324,Petrol,Manual,First Owner
1245,2010,17680.0,50000,Petrol,Manual,First Owner
1246,2008,10200.0,50000,Petrol,Manual,Second Owner
1249,2016,57800.00000000001,40000,Diesel,Manual,First Owner
1251,2006,8500.0,120000,Diesel,Manual,Third Owner & Above
1256,2007,10200.0,84000,Petrol,Manual,Second Owner
1257,2012,20400.0,170000,Diesel,Manual,First Owner
1264,2012,20400.0,124000,Diesel,Manual,First Owner
1267,2017,44200.0,19014,Petrol,Manual,First Owner
1268,2009,20400.0,23262,Petrol,Manual,First Owner
1269,2016,47600.0,29600,Diesel,Manual,First Owner
1272,2013,28220.000000000004,40771,Petrol,Manual,First Owner
1273,2015,26860.000000000004,30500,Petrol,Automatic,Second Owner
1274,2014,29240.000000000004,42000,Petrol,Manual,Second Owner
1275,2007,14620.000000000002,55800,Petrol,Manual,Second Owner
1276,2014,37400.0,66569,Diesel,Manual,First Owner
1282,2018,81600.0,60000,Diesel,Manual,First Owner
1286,2016,57800.00000000001,75000,Diesel,Manual,First Owner
1287,2013,30600.000000000004,120000,Diesel,Manual,Second Owner
1288,2012,170000.0,35000,Diesel,Automatic,First Owner
1289,2017,53040.00000000001,70000,Diesel,Manual,First Owner
1290,2017,217600.00000000003,57000,Diesel,Automatic,First Owner
1291,2020,23800.0,1000,Petrol,Manual,First Owner
1294,2014,37400.0,90000,Diesel,Manual,Second Owner
1297,2009,12580.0,60000,Diesel,Manual,Third Owner & Above
1298,2007,7480.000000000001,90000,Petrol,Manual,Third Owner & Above
1300,2010,23800.0,110000,Diesel,Manual,Second Owner
1303,2019,183600.0,5000,Diesel,Automatic,First Owner
1304,2007,9180.0,74183,Petrol,Manual,Second Owner
1305,2015,43520.0,70000,Diesel,Manual,Second Owner
1314,2013,16320.000000000002,70000,Petrol,Manual,Third Owner & Above
1315,2007,15300.000000000002,120000,Diesel,Manual,Second Owner
1317,2012,21760.0,120000,Diesel,Manual,Second Owner
1324,2020,42092.0,1500,Petrol,Manual,First Owner
1328,2011,20400.0,120000,Diesel,Manual,Second Owner
1331,2019,62900.00000000001,50000,Diesel,Manual,First Owner
1332,2015,30600.000000000004,40000,Diesel,Manual,First Owner
1333,2014,40800.0,13270,Diesel,Manual,First Owner
1334,2006,5780.0,100000,Petrol,Automatic,Third Owner & Above
1335,2016,47600.0,50000,Diesel,Manual,First Owner
1337,2013,27200.000000000004,90000,Diesel,Manual,First Owner
1340,2016,39440.0,57000,Diesel,Manual,First Owner
1347,2012,30600.000000000004,110000,Diesel,Manual,Second Owner
1348,2012,37400.0,80000,Diesel,Manual,Second Owner
1352,2018,42840.0,40000,Diesel,Manual,First Owner
1353,2017,41480.0,40000,Diesel,Manual,Second Owner
1354,2019,44880.0,7000,Petrol,Manual,Second Owner
1360,2014,49300.0,110000,Diesel,Manual,First Owner
1366,2013,30600.000000000004,100000,Diesel,Manual,Second Owner
1367,2015,36040.0,100000,Diesel,Manual,First Owner
1369,2010,23800.0,115000,Petrol,Manual,Second Owner
1374,2018,54400.00000000001,35000,Diesel,Manual,First Owner
1375,2014,32300.000000000004,120000,Diesel,Manual,Second Owner
1377,2015,44880.0,97000,Diesel,Manual,Second Owner
1378,2019,41480.0,10000,Petrol,Automatic,First Owner
1379,2013,16320.000000000002,50000,Petrol,Manual,Third Owner & Above
1383,2010,23800.0,90000,Diesel,Manual,Second Owner
1385,2019,48960.0,3000,Petrol,Automatic,First Owner
1391,2018,54400.00000000001,52000,Diesel,Manual,First Owner
1392,2017,47600.0,39000,Diesel,Manual,First Owner
1394,2014,33660.0,90000,Diesel,Manual,Second Owner
1401,2016,40800.0,80000,Diesel,Manual,First Owner
1403,2014,25160.0,57000,Diesel,Manual,Second Owner
1406,2018,122400.00000000001,26000,Diesel,Automatic,First Owner
1407,2019,44200.0,20000,Petrol,Automatic,First Owner
1409,2020,54536.00000000001,5000,Petrol,Manual,First Owner
1412,2017,44200.0,23000,Petrol,Manual,First Owner
1416,2014,37400.0,72000,Petrol,Manual,Second Owner
1417,2013,136000.0,64000,Diesel,Automatic,Second Owner
1418,2007,9520.0,100000,Petrol,Manual,Second Owner
1420,2010,8160.000000000001,67000,Petrol,Manual,Third Owner & Above
1421,2012,19516.0,70000,Diesel,Manual,First Owner
1422,2016,45900.0,60000,Diesel,Manual,First Owner
1423,2011,15980.000000000002,74500,Petrol,Manual,Second Owner
1424,2011,20400.0,118700,Diesel,Manual,Second Owner
1425,2015,29579.932000000004,40000,Petrol,Automatic,Second Owner
1427,2006,10880.0,140000,Petrol,Manual,Second Owner
1428,2020,40800.0,5000,Petrol,Manual,First Owner
1430,2011,20400.0,100000,Petrol,Manual,Second Owner
1431,2018,40800.0,2000,Petrol,Manual,First Owner
1432,2020,43520.0,4000,Petrol,Automatic,First Owner
1433,2006,3400.0000000000005,120000,Diesel,Manual,Third Owner & Above
1434,2015,40800.0,35000,Petrol,Manual,First Owner
1436,2015,40800.0,30000,Petrol,Manual,First Owner
1438,2008,10880.0,110000,Petrol,Manual,Third Owner & Above
1440,2006,13600.000000000002,73756,Diesel,Manual,First Owner
1441,2018,190400.0,40000,Diesel,Automatic,First Owner
1442,2011,8500.0,60000,Petrol,Manual,Third Owner & Above
1443,2008,10540.0,60000,Petrol,Manual,Third Owner & Above
1444,2015,37400.0,90000,Diesel,Manual,First Owner
1445,2009,8840.0,70000,Petrol,Manual,Third Owner & Above
1449,2012,39440.0,70000,Diesel,Manual,First Owner
1453,2017,81600.0,16400,Diesel,Manual,First Owner
1455,2012,40800.0,80000,Diesel,Manual,Second Owner
1461,2012,26180.000000000004,52000,Diesel,Manual,First Owner
1464,2015,47600.0,48000,Petrol,Manual,First Owner
1465,2015,51000.00000000001,53000,Diesel,Manual,First Owner
1470,2015,36040.0,55000,Diesel,Manual,First Owner
1471,2014,100980.0,48000,Diesel,Automatic,First Owner
1479,2019,221408.00000000003,17000,Diesel,Automatic,First Owner
1483,2012,39100.0,89550,Diesel,Manual,Second Owner
1484,2010,21760.0,90000,Diesel,Manual,Third Owner & Above
1485,2010,19040.0,149500,Diesel,Manual,Third Owner & Above
1490,2010,24480.0,160000,Diesel,Manual,First Owner
1493,2009,11560.0,44800,Petrol,Manual,Second Owner
1499,2014,54400.00000000001,156000,Diesel,Manual,First Owner
1501,2007,11084.0,100000,Petrol,Manual,Second Owner
1505,2017,45900.0,30000,Diesel,Manual,First Owner
1506,2013,27200.000000000004,170000,Diesel,Manual,First Owner
1507,2013,29579.932000000004,100000,Diesel,Manual,Second Owner
1510,2009,13600.000000000002,100000,Petrol,Manual,First Owner
1512,2018,53720.00000000001,40000,Diesel,Manual,Second Owner
1515,2012,30600.000000000004,120000,Diesel,Manual,Second Owner
1516,2020,95200.0,25000,Diesel,Manual,First Owner
1517,2015,54400.00000000001,15000,Diesel,Manual,First Owner
1520,2016,39780.0,51000,Diesel,Manual,First Owner
1522,2014,33660.0,80000,Diesel,Manual,First Owner
1525,2015,34000.0,10000,Petrol,Manual,First Owner
1527,2010,14280.000000000002,25000,Petrol,Manual,First Owner
1529,2009,17000.0,48000,Petrol,Manual,First Owner
1530,2016,67320.0,146000,Diesel,Manual,First Owner
1532,2012,122400.00000000001,50000,Diesel,Automatic,Second Owner
1533,2014,36040.0,50000,Petrol,Manual,First Owner
1534,2016,39100.0,50000,Diesel,Manual,First Owner
1535,2012,27200.000000000004,99000,Diesel,Manual,First Owner
1536,2016,46240.0,50000,Diesel,Manual,First Owner
1540,2008,12240.0,70000,Petrol,Manual,Third Owner & Above
1542,2015,30600.000000000004,20000,Diesel,Manual,First Owner
1546,2019,32300.000000000004,10000,Petrol,Automatic,First Owner
1547,2009,20400.0,50000,Diesel,Manual,First Owner
1549,2009,13600.000000000002,100000,Diesel,Manual,Third Owner & Above
1550,2009,14280.000000000002,80000,Petrol,Manual,Second Owner
1552,2009,11900.0,136000,Diesel,Manual,Second Owner
1553,2012,21760.0,80000,Diesel,Manual,First Owner
1555,2008,20400.0,30000,Petrol,Manual,First Owner
1559,2012,37400.0,120000,Diesel,Manual,Second Owner
1561,2016,34000.0,20000,Petrol,Manual,First Owner
1569,2011,19720.0,60000,Diesel,Manual,Second Owner
1573,2011,20400.0,70000,Petrol,Automatic,Third Owner & Above
1575,2020,20400.0,20000,Petrol,Manual,First Owner
1577,2016,44200.0,80000,Diesel,Manual,First Owner
1578,2015,30600.000000000004,70000,Diesel,Manual,Third Owner & Above
1580,2007,14280.000000000002,100000,Diesel,Manual,Second Owner
1581,2013,24480.0,80000,Diesel,Manual,Second Owner
1582,2011,33660.0,120000,Diesel,Manual,Second Owner
1583,2006,7140.000000000001,100000,Petrol,Manual,Third Owner & Above
1584,2010,18360.0,60000,Petrol,Manual,Third Owner & Above
1586,2014,47600.0,90000,Diesel,Manual,Second Owner
1587,2012,27200.000000000004,40000,Diesel,Manual,First Owner
1588,2009,17000.0,60000,Petrol,Manual,Second Owner
1591,2018,93840.0,25000,Diesel,Manual,First Owner
1593,2016,68000.0,40000,Diesel,Manual,First Owner
1595,2020,17000.0,1100,Petrol,Manual,Third Owner & Above
1596,2011,17408.0,70000,Diesel,Manual,Third Owner & Above
1602,2009,13532.000000000002,52536,Petrol,Manual,First Owner
1604,2015,28560.000000000004,60000,Diesel,Manual,First Owner
1607,2010,22100.0,135000,Diesel,Manual,First Owner
1608,2012,22440.0,86000,Diesel,Manual,Third Owner & Above
1612,2007,15639.932000000003,70000,Petrol,Manual,Second Owner
1614,2015,44200.0,68000,Diesel,Manual,First Owner
1615,2017,40800.0,46507,Diesel,Manual,First Owner
1616,2017,44200.0,6480,Petrol,Manual,First Owner
1617,2017,51000.00000000001,32077,Diesel,Manual,First Owner
1618,2018,57800.00000000001,19107,Petrol,Manual,First Owner
1621,2016,43520.0,72787,Diesel,Manual,First Owner
1622,2017,53040.00000000001,31063,Petrol,Manual,First Owner
1624,2015,57800.00000000001,58692,Diesel,Manual,First Owner
1625,2015,61200.00000000001,54784,Diesel,Manual,First Owner
1630,2019,27200.000000000004,16000,Petrol,Automatic,First Owner
1633,2010,21760.0,110000,Diesel,Manual,Third Owner & Above
1634,2016,49640.0,60000,Diesel,Automatic,Second Owner
1636,2017,64600.00000000001,35000,Petrol,Manual,First Owner
1637,2017,23800.0,48000,Petrol,Manual,Third Owner & Above
1641,2013,25160.0,60000,Petrol,Manual,First Owner
1646,2019,176800.0,9500,Diesel,Automatic,First Owner
1649,2017,51000.00000000001,29000,Diesel,Manual,First Owner
1652,2018,74800.0,20000,Diesel,Manual,First Owner
1654,2012,20400.0,50000,Petrol,Manual,First Owner
1658,2013,27200.000000000004,100000,Petrol,Manual,First Owner
1661,2012,20400.0,90000,Diesel,Manual,First Owner
1663,2013,30600.000000000004,120000,Diesel,Manual,First Owner
1666,2012,25024.0,90000,Petrol,Manual,Second Owner
1667,2012,25024.0,90000,Petrol,Manual,Second Owner
1673,2018,57800.00000000001,30000,Diesel,Manual,Second Owner
1681,2014,51000.00000000001,145000,Diesel,Manual,Second Owner
1682,2013,30600.000000000004,53000,Diesel,Manual,First Owner
1683,2015,29240.000000000004,73000,Diesel,Manual,Third Owner & Above
1685,2013,25160.0,80000,Diesel,Manual,Third Owner & Above
1689,2020,37060.0,7300,Petrol,Manual,First Owner
1693,2013,39440.0,25000,Diesel,Manual,Third Owner & Above
1697,2016,51680.00000000001,49000,Diesel,Manual,First Owner
1700,2019,54400.00000000001,24000,Diesel,Manual,First Owner
1701,2018,46240.0,20000,Diesel,Manual,First Owner
1704,2016,34000.0,60000,Petrol,Manual,First Owner
1706,2008,9860.0,60000,Petrol,Manual,First Owner
1709,2015,27200.000000000004,70000,Petrol,Manual,Second Owner
1710,2007,8840.0,135000,Petrol,Manual,Second Owner
1712,2017,43588.0,25000,Petrol,Manual,First Owner
1713,2015,44200.0,50000,Diesel,Manual,First Owner
1717,2015,33660.0,52328,Diesel,Manual,First Owner
1725,2011,20740.0,120000,Petrol,Manual,Second Owner
1726,2009,8500.0,50000,Petrol,Manual,Third Owner & Above
1727,2015,54400.00000000001,135000,Diesel,Manual,First Owner
1728,2009,28560.000000000004,100000,Diesel,Manual,First Owner
1729,2017,59500.00000000001,40000,Diesel,Manual,First Owner
1730,2014,39440.0,70000,Diesel,Manual,First Owner
1731,2011,23800.0,133000,Diesel,Manual,Second Owner
1734,2013,44200.0,120000,Diesel,Manual,First Owner
1735,2010,15300.000000000002,80000,Petrol,Manual,Second Owner
1739,2010,17000.0,70000,Petrol,Manual,First Owner
1741,2013,30600.000000000004,1000,Diesel,Manual,Second Owner
1742,2018,40120.0,26350,Diesel,Manual,First Owner
1744,2016,61200.00000000001,47000,Diesel,Manual,First Owner
1747,2013,35700.0,37000,Diesel,Manual,First Owner
1748,2014,44200.0,28245,Diesel,Manual,First Owner
1749,2017,39100.0,27005,Diesel,Manual,First Owner
1751,2016,31960.000000000004,31367,Diesel,Manual,First Owner
1752,2008,15028.000000000002,35008,Petrol,Manual,First Owner
1753,2009,13260.000000000002,27005,Petrol,Manual,First Owner
1755,2013,39440.0,45264,Diesel,Manual,First Owner
1757,2013,33660.0,45241,Petrol,Manual,First Owner
1761,2010,18360.0,110000,Petrol,Manual,Second Owner
1763,2010,15300.000000000002,60000,Petrol,Manual,Second Owner
1764,2014,28560.000000000004,70000,Diesel,Manual,Third Owner & Above
1766,2013,27200.000000000004,59213,Petrol,Manual,First Owner
1767,2015,57800.00000000001,55000,Diesel,Manual,First Owner
1770,2018,68000.0,40000,Diesel,Manual,First Owner
1772,2011,23800.0,170000,Diesel,Manual,Second Owner
1773,2007,11560.0,70000,Petrol,Manual,Third Owner & Above
1783,2013,29240.000000000004,70000,Diesel,Manual,Third Owner & Above
1785,2015,56440.00000000001,70000,Diesel,Manual,First Owner
1787,2012,12920.000000000002,80000,Diesel,Manual,Third Owner & Above
1788,2007,13600.000000000002,80000,Petrol,Manual,Second Owner
1789,2006,8160.000000000001,110000,Petrol,Manual,Second Owner
1790,2019,57800.00000000001,50000,Diesel,Manual,First Owner
1793,2018,44880.0,25000,Diesel,Manual,First Owner
1796,2012,44200.0,76290,Diesel,Manual,First Owner
1797,2016,65959.932,70000,Diesel,Automatic,Second Owner
1801,2016,38420.0,47000,Diesel,Manual,First Owner
1802,2013,41820.0,45766,Diesel,Manual,Second Owner
1803,2007,13532.000000000002,78771,Diesel,Manual,Second Owner
1804,2010,22100.0,79357,Diesel,Manual,First Owner
1805,2012,27879.932000000004,28000,Diesel,Manual,First Owner
1807,2011,15300.000000000002,76736,Diesel,Manual,Second Owner
1808,2007,9180.0,70000,Petrol,Manual,Second Owner
1811,2012,22780.0,77000,Diesel,Manual,Third Owner & Above
1815,2012,20400.0,80000,Petrol,Manual,First Owner
1816,2014,47600.0,70000,Diesel,Manual,Second Owner
1817,2017,47600.0,120000,Diesel,Manual,First Owner
1818,2013,14280.000000000002,42000,Petrol,Manual,Third Owner & Above
1819,2012,40800.0,120000,Diesel,Manual,Third Owner & Above
1821,2011,14960.000000000002,59000,Petrol,Manual,Second Owner
1823,2018,64600.00000000001,70000,Diesel,Manual,Second Owner
1824,2014,54400.00000000001,20000,Diesel,Manual,First Owner
1831,2015,42840.0,50000,Diesel,Manual,First Owner
1833,2013,30600.000000000004,1000,Diesel,Manual,Second Owner
1834,2018,258400.00000000003,10000,Diesel,Automatic,First Owner
1836,2019,336600.0,30000,Diesel,Automatic,First Owner
1837,2016,36380.0,52600,Diesel,Manual,First Owner
1840,2016,45560.0,7104,Petrol,Manual,First Owner
1841,2015,42500.0,11918,Petrol,Manual,First Owner
1844,2017,176800.0,47162,Diesel,Automatic,First Owner
1845,2015,51000.00000000001,45974,Diesel,Manual,First Owner
1849,2012,26180.000000000004,52000,Diesel,Manual,First Owner
1850,2015,51680.00000000001,55340,Petrol,Manual,First Owner
1851,2017,40800.0,46507,Diesel,Manual,First Owner
1857,2012,30600.000000000004,33000,Diesel,Manual,First Owner
1858,2016,34000.0,38000,Petrol,Manual,First Owner
1861,2017,54400.00000000001,26000,Diesel,Manual,Second Owner
1862,2016,59159.932,80000,Diesel,Manual,First Owner
1863,2018,46920.0,40000,Petrol,Manual,First Owner
1865,2006,10880.0,63230,Petrol,Manual,Second Owner
1868,2015,36040.0,77000,Diesel,Manual,Second Owner
1878,2012,30600.000000000004,33000,Diesel,Manual,First Owner
1879,2016,34000.0,38000,Petrol,Manual,First Owner
1882,2017,51000.00000000001,15000,Petrol,Manual,First Owner
1883,2017,54400.00000000001,26000,Diesel,Manual,Second Owner
1884,2016,59159.932,80000,Diesel,Manual,First Owner
1886,2018,46920.0,40000,Petrol,Manual,First Owner
1889,2006,10880.0,63230,Petrol,Manual,Second Owner
1895,2012,21216.0,90000,Diesel,Manual,Second Owner
1896,2018,47600.0,25000,Diesel,Manual,First Owner
1898,2013,30600.000000000004,60000,Diesel,Manual,First Owner
1899,2010,15639.932000000003,120000,Diesel,Manual,Second Owner
1902,2019,51000.00000000001,1001,Diesel,Manual,First Owner
1905,2017,40800.0,35122,Diesel,Manual,First Owner
1912,2019,49300.0,22000,Diesel,Automatic,First Owner
1914,2019,74800.0,40000,Diesel,Manual,First Owner
1915,2017,183600.0,30000,Diesel,Automatic,First Owner
1918,2010,13600.000000000002,50000,Petrol,Manual,First Owner
1920,2011,17339.932,70000,Petrol,Manual,Second Owner
1921,2013,24480.0,60000,Petrol,Manual,Second Owner
1926,2018,54400.00000000001,40000,Petrol,Manual,First Owner
1931,2010,17000.0,80000,Diesel,Manual,First Owner
1935,2018,21760.0,30000,Petrol,Manual,Second Owner
1946,2016,22440.0,50000,Petrol,Manual,Second Owner
1947,2014,23120.0,15000,Petrol,Manual,Second Owner
1948,2006,4080.0000000000005,120000,Petrol,Manual,Third Owner & Above
1949,2014,37400.0,78322,Diesel,Manual,First Owner
1950,2014,32640.000000000004,110000,Diesel,Manual,Second Owner
1951,2013,21420.0,80000,Diesel,Manual,Second Owner
1956,2012,8160.000000000001,80000,Diesel,Manual,Third Owner & Above
1957,2008,14960.000000000002,54309,Petrol,Manual,First Owner
1959,2006,10200.0,34600,Petrol,Manual,Third Owner & Above
1960,2016,35360.0,25000,Petrol,Manual,First Owner
1961,2013,29240.000000000004,80000,Diesel,Manual,Third Owner & Above
1962,2009,20400.0,55000,Diesel,Manual,Second Owner
1963,2020,68000.0,5000,Diesel,Manual,First Owner
1964,2017,49300.0,30000,Diesel,Manual,First Owner
1965,2011,34000.0,31000,Diesel,Manual,First Owner
1966,2011,17000.0,50000,Petrol,Manual,First Owner
1967,2018,47600.0,38217,Diesel,Manual,First Owner
1968,2011,12580.0,50000,Petrol,Manual,Third Owner & Above
1971,2019,74800.0,40000,Diesel,Manual,First Owner
1973,2017,40800.0,10000,Petrol,Manual,First Owner
1977,2017,183600.0,30000,Diesel,Automatic,First Owner
1980,2011,17000.0,50000,Petrol,Manual,First Owner
1985,2009,11560.0,44800,Petrol,Manual,Second Owner
1986,2010,13600.000000000002,50000,Petrol,Manual,First Owner
1987,2018,54400.00000000001,52000,Diesel,Manual,First Owner
1988,2017,81600.0,50000,Diesel,Automatic,First Owner
1993,2007,5440.0,60000,Petrol,Manual,Third Owner & Above
2000,2014,37400.0,90000,Diesel,Manual,First Owner
2003,2012,23732.0,150000,Diesel,Manual,First Owner
2004,2014,31144.000000000004,80000,Diesel,Manual,First Owner
2007,2018,57800.00000000001,50000,Diesel,Manual,First Owner
2008,2019,51000.00000000001,25000,Diesel,Manual,First Owner
2012,2010,21760.0,120000,Petrol,Manual,Third Owner & Above
2016,2020,56440.00000000001,10000,Petrol,Manual,First Owner
2017,2013,25840.000000000004,50000,Petrol,Manual,First Owner
2022,2010,20400.0,80000,Petrol,Manual,First Owner
2025,2010,15028.000000000002,51000,Petrol,Manual,First Owner
2030,2008,12240.0,144000,Diesel,Manual,Third Owner & Above
2031,2017,51068.00000000001,64000,Diesel,Manual,First Owner
2032,2015,85000.0,60000,Diesel,Automatic,First Owner
2034,2019,85000.0,24000,Diesel,Manual,First Owner
2035,2014,53176.00000000001,58000,Diesel,Manual,Second Owner
2036,2014,53040.00000000001,58000,Diesel,Manual,Second Owner
2038,2011,21828.0,81257,Diesel,Manual,First Owner
2041,2013,27200.000000000004,75000,Diesel,Manual,First Owner
2043,2007,11900.0,80000,Diesel,Manual,Second Owner
2055,2006,3536.0000000000005,120000,Petrol,Manual,Third Owner & Above
2059,2006,7480.000000000001,120000,Diesel,Manual,Third Owner & Above
2061,2016,30600.000000000004,50000,Diesel,Manual,Second Owner
2062,2018,78200.0,58000,Diesel,Manual,First Owner
2063,2018,44200.0,15000,Diesel,Manual,First Owner
2069,2012,30600.000000000004,80000,Diesel,Manual,First Owner
2070,2009,13600.000000000002,100000,Petrol,Manual,Second Owner
2073,2007,12920.000000000002,160000,Diesel,Manual,Second Owner
2076,2012,21080.0,69069,Petrol,Manual,First Owner
2080,2012,19380.0,39039,Petrol,Manual,First Owner
2082,2011,25160.0,55168,Petrol,Manual,Second Owner
2083,2013,25500.000000000004,41041,Petrol,Manual,First Owner
2084,2009,15980.000000000002,67067,Petrol,Manual,First Owner
2086,2013,24820.0,82082,Diesel,Manual,First Owner
2091,2018,44540.0,25000,Petrol,Manual,First Owner
2092,2016,23800.0,30000,Other,Manual,Second Owner
2095,2008,17884.0,70000,Diesel,Manual,First Owner
2103,2017,44200.0,140000,Diesel,Manual,First Owner
2105,2016,34679.932,40000,Diesel,Manual,First Owner
2106,2011,19040.0,33000,Petrol,Manual,First Owner
2109,2013,27200.000000000004,107000,Diesel,Manual,First Owner
2112,2010,15096.000000000002,70000,Petrol,Manual,First Owner
2114,2013,30600.000000000004,70000,Diesel,Manual,Second Owner
2115,2017,44200.0,6000,Petrol,Manual,First Owner
2117,2011,14280.000000000002,72000,Diesel,Manual,Third Owner & Above
2119,2011,30600.000000000004,135200,Diesel,Manual,First Owner
2120,2011,14960.000000000002,58000,Petrol,Manual,Second Owner
2121,2013,22100.0,78000,Diesel,Manual,Second Owner
2123,2017,56100.00000000001,35000,Diesel,Manual,First Owner
2124,2007,8500.0,76000,Petrol,Manual,Third Owner & Above
2126,2011,32979.932,99000,Diesel,Manual,Second Owner
2127,2009,11900.0,80000,Diesel,Manual,Third Owner & Above
2128,2006,14960.000000000002,120000,Petrol,Manual,Third Owner & Above
2129,2020,85000.0,1100,Petrol,Manual,First Owner
2131,2014,42500.0,68000,Diesel,Manual,First Owner
2132,2018,41820.0,15000,Diesel,Manual,First Owner
2136,2011,13260.000000000002,60000,Diesel,Manual,Third Owner & Above
2139,2010,27200.000000000004,80000,Petrol,Manual,Second Owner
2140,2019,91800.0,15000,Diesel,Manual,First Owner
2142,2011,19720.0,130000,Diesel,Manual,Second Owner
2148,2012,30600.000000000004,160000,Diesel,Manual,First Owner
2151,2014,37400.0,82000,Diesel,Manual,First Owner
2154,2020,74800.0,1000,Petrol,Manual,First Owner
2155,2006,11560.0,170000,Diesel,Manual,First Owner
2157,2019,64600.00000000001,17000,Diesel,Manual,First Owner
2162,2012,22440.0,90000,Petrol,Manual,Third Owner & Above
2164,2013,29240.000000000004,100000,Diesel,Manual,Second Owner
2175,2012,139400.0,66363,Petrol,Automatic,Second Owner
2176,2018,100300.0,11700,Petrol,Automatic,First Owner
